step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
331,PAYMENT,4564.83,C1368033355,50892.0,46327.17,M1444427489,0.0,0.0,0,0
307,PAYMENT,27198.03,C1559719069,134.0,0.0,M1676335540,0.0,0.0,0,0
259,PAYMENT,4200.7,C603219590,20808.0,16607.3,M379630071,0.0,0.0,0,0
520,CASH_IN,210482.89,C2052641495,1953593.25,2164076.13,C4179951,87889660.74,87679177.85,0,0
165,CASH_IN,90813.63,C1938378835,101582.0,192395.63,C421696585,160544.78,69731.15,0,0
288,PAYMENT,52726.43,C535661393,15050.0,0.0,M1729880531,0.0,0.0,0,0
137,PAYMENT,22793.17,C1648048812,962933.0,940139.83,M430076781,0.0,0.0,0,0
211,CASH_IN,33458.18,C1016190381,9145.0,42603.18,C952094725,0.0,0.0,0,0
130,PAYMENT,18261.5,C710409503,29897.0,11635.5,M2015887627,0.0,0.0,0,0
160,CASH_IN,32412.78,C1045221317,3113589.45,3146002.23,C650792408,492276.42,459863.65,0,0
478,PAYMENT,4241.07,C1910353423,727.0,0.0,M1219249101,0.0,0.0,0,0
374,PAYMENT,7717.31,C1746922365,0.0,0.0,M1416827896,0.0,0.0,0,0
138,CASH_OUT,459777.26,C1597053361,192893.73,0.0,C750537089,2968392.81,3838521.66,0,0
20,CASH_OUT,38101.76,C830629387,0.0,0.0,C1673386299,294545.38,332647.14,0,0
688,CASH_OUT,377108.85,C555473298,99498.0,0.0,C1591086235,0.0,377108.85,0,0
158,TRANSFER,1158809.1,C824369322,0.0,0.0,C2124288420,7598876.47,8793474.07,0,0
322,PAYMENT,5462.38,C1008539616,0.0,0.0,M770885595,0.0,0.0,0,0
360,DEBIT,3121.94,C1682148419,107039.0,103917.06,C81611270,3826805.54,3829927.48,0,0
544,CASH_OUT,157455.28,C779223153,8756.08,0.0,C520154563,274143.98,431599.27,0,0
345,PAYMENT,3366.53,C1967692967,7918.01,4551.48,M1171251700,0.0,0.0,0,0
136,TRANSFER,284828.17,C627145022,47705.0,0.0,C197075061,0.0,114916.97,0,0
355,CASH_OUT,315293.37,C409143834,101391.0,0.0,C604399553,1714344.28,2029637.65,0,0
403,CASH_IN,212909.02,C1673048041,62639.0,275548.02,C1960311564,78548.91,0.0,0,0
180,PAYMENT,6552.75,C231719899,11207.0,4654.25,M1487009997,0.0,0.0,0,0
13,PAYMENT,1175.75,C1522762314,2531.18,1355.43,M947694098,0.0,0.0,0,0
164,PAYMENT,1418.45,C757536824,18630.0,17211.55,M1614341946,0.0,0.0,0,0
254,PAYMENT,16820.2,C1976757598,231863.49,215043.29,M1620556037,0.0,0.0,0,0
42,CASH_OUT,145384.39,C2129179804,0.0,0.0,C1242166681,440831.29,586215.69,0,0
235,PAYMENT,5690.87,C605240532,0.0,0.0,M160216729,0.0,0.0,0,0
187,CASH_OUT,143308.58,C980038327,40698.0,0.0,C2106935417,240776.7,384085.28,0,0
378,PAYMENT,11802.22,C206399098,0.0,0.0,M1115077520,0.0,0.0,0,0
610,CASH_IN,9331.8,C463578939,22093.0,31424.8,C889476875,415945.91,406614.11,0,0
210,TRANSFER,113964.8,C1885039387,26318.0,0.0,C1495983687,581507.28,695472.08,0,0
375,CASH_IN,198658.12,C1331166265,966594.84,1165252.97,C2100253219,423364.3,224706.18,0,0
236,PAYMENT,10161.19,C1496661836,25303.23,15142.04,M581515266,0.0,0.0,0,0
335,PAYMENT,11625.66,C228221855,22683.0,11057.34,M1645189742,0.0,0.0,0,0
20,CASH_IN,14707.01,C927310301,1963.0,16670.01,C146134851,46350.32,31643.31,0,0
378,PAYMENT,16055.93,C37848724,0.0,0.0,M391034518,0.0,0.0,0,0
637,CASH_IN,122105.86,C1068261881,1466998.45,1589104.31,C1721293560,839162.99,717057.13,0,0
408,PAYMENT,13579.59,C1561015748,40247.0,26667.41,M1942064139,0.0,0.0,0,0
332,TRANSFER,293664.59,C1685045022,0.0,0.0,C74743352,1468145.83,1806680.02,0,0
202,CASH_OUT,69824.17,C2090218423,698730.0,628905.83,C2073603448,74530.11,144354.28,0,0
370,CASH_OUT,167615.44,C549426172,0.0,0.0,C177852317,395944.2,563559.64,0,0
47,PAYMENT,10268.7,C942682420,265.0,0.0,M1744802786,0.0,0.0,0,0
19,CASH_OUT,65928.41,C934683912,0.0,0.0,C760700901,6177892.58,6451934.07,0,0
379,CASH_IN,59303.84,C2027233519,4144474.24,4203778.07,C2007798419,1084670.51,1025366.68,0,0
155,CASH_OUT,312925.18,C1096587495,144814.0,0.0,C542766981,470833.11,783758.29,0,0
136,PAYMENT,1150.71,C1282405568,31496.0,30345.29,M145711817,0.0,0.0,0,0
131,PAYMENT,18977.22,C644418168,0.0,0.0,M1165568814,0.0,0.0,0,0
376,CASH_IN,219813.07,C927074937,5345298.9,5565111.97,C468287420,1419936.25,1200123.19,0,0
41,CASH_IN,35085.92,C2093904421,832939.14,868025.06,C699533161,322515.21,287429.28,0,0
690,CASH_IN,202096.58,C956287987,10069.0,212165.58,C1704643807,291483.98,89387.4,0,0
349,CASH_IN,194079.09,C1700321947,5280.0,199359.09,C1224214416,0.0,0.0,0,0
188,DEBIT,246.16,C978821381,0.0,0.0,C2055331756,301135.99,301382.15,0,0
275,CASH_OUT,123204.41,C341731144,0.0,0.0,C1687556922,617388.57,740592.98,0,0
406,TRANSFER,130743.25,C53848,41853.0,0.0,C38793968,894379.32,1025122.57,0,0
401,CASH_OUT,131724.82,C1219126144,0.0,0.0,C705427626,1794722.14,1926446.96,0,0
202,CASH_OUT,134222.61,C721804686,0.0,0.0,C1866043469,867229.67,1001452.28,0,0
373,CASH_IN,234476.26,C1266179677,3444940.0,3679416.26,C804029124,1724950.55,1490474.3,0,0
42,PAYMENT,18055.58,C1636030071,224521.0,206465.42,M155272027,0.0,0.0,0,0
156,CASH_OUT,176223.51,C1595470072,137882.0,0.0,C1484856470,296439.35,472662.86,0,0
188,CASH_IN,77616.3,C726998806,5335.0,82951.3,C1279433491,4158066.35,3511835.92,0,0
212,PAYMENT,615.64,C1516521916,417.0,0.0,M995711889,0.0,0.0,0,0
37,PAYMENT,8466.02,C2000522135,49611.0,41144.98,M1951832439,0.0,0.0,0,0
18,TRANSFER,450943.38,C2062778972,0.0,0.0,C655381473,831685.72,1401382.78,0,0
140,TRANSFER,254338.83,C1766576782,0.0,0.0,C928198293,2273623.79,2527962.62,0,0
14,CASH_OUT,174504.19,C517897792,21009.0,0.0,C1923390666,81346.33,255850.52,0,0
332,TRANSFER,136225.58,C732263350,766.0,0.0,C1197747037,238233.13,374458.72,0,0
359,PAYMENT,23493.22,C1300366917,0.0,0.0,M815648454,0.0,0.0,0,0
379,CASH_IN,10253.02,C1740964822,127654.0,137907.02,C803554624,0.0,0.0,0,0
10,PAYMENT,17051.29,C1652284299,40406.09,23354.8,M363228196,0.0,0.0,0,0
210,PAYMENT,1016.26,C615762202,0.0,0.0,M1671273155,0.0,0.0,0,0
306,CASH_OUT,123757.63,C299600567,25073.0,0.0,C1027043112,10813004.67,10936762.3,0,0
188,CASH_IN,28832.97,C1800302802,211325.0,240157.97,C1527898527,0.0,0.0,0,0
166,PAYMENT,5917.84,C1675065197,62521.51,56603.67,M2105290584,0.0,0.0,0,0
18,PAYMENT,4040.79,C1572552687,0.0,0.0,M1575805823,0.0,0.0,0,0
323,CASH_IN,343507.76,C723099569,8326468.0,8669975.76,C1567456777,4296279.37,3952771.62,0,0
14,CASH_IN,387655.01,C2008680849,9974.0,397629.01,C277563316,151459.99,0.0,0,0
347,CASH_OUT,128977.43,C1758391849,0.0,0.0,C1458323337,173413.4,302390.83,0,0
181,CASH_IN,272849.99,C179163546,181804.26,454654.25,C1012533264,916336.68,643486.69,0,0
228,CASH_OUT,186145.04,C1912299166,797813.0,611667.96,C515057460,3251338.56,3437483.6,0,0
325,CASH_OUT,200962.25,C404840504,100585.0,0.0,C1534831658,0.0,200962.25,0,0
589,PAYMENT,64232.16,C1705849281,379.0,0.0,M140658574,0.0,0.0,0,0
11,PAYMENT,3158.59,C403142250,0.0,0.0,M443276404,0.0,0.0,0,0
213,PAYMENT,9884.84,C339082123,0.0,0.0,M1923488111,0.0,0.0,0,0
334,PAYMENT,3100.01,C691535014,0.0,0.0,M292999423,0.0,0.0,0,0
158,CASH_OUT,116595.18,C1835336711,90580.0,0.0,C116520183,0.0,116595.18,0,0
259,PAYMENT,11117.47,C411118128,21223.0,10105.53,M1784243432,0.0,0.0,0,0
167,CASH_OUT,160694.12,C948706773,0.0,0.0,C402305295,11461353.54,11622047.65,0,0
42,CASH_OUT,223717.3,C144270118,17034.0,0.0,C1925682324,501925.59,725642.89,0,0
130,TRANSFER,20009.17,C557219487,0.0,0.0,C530072898,11105972.93,11478136.87,0,0
202,PAYMENT,10477.08,C1894717884,3067.0,0.0,M1869647891,0.0,0.0,0,0
353,CASH_IN,168517.87,C1022440943,2250653.95,2419171.82,C1008751332,1833918.6,1665400.73,0,0
36,CASH_OUT,246105.96,C1278112740,477081.06,230975.11,C482045746,1873512.96,2119618.92,0,0
404,PAYMENT,4254.38,C706749148,160787.39,156533.0,M137044613,0.0,0.0,0,0
139,CASH_IN,148020.69,C2034307048,49755.0,197775.69,C800720969,2000118.33,1852097.65,0,0
44,PAYMENT,11679.39,C1778516665,36787.9,25108.51,M224105311,0.0,0.0,0,0
132,CASH_IN,446945.98,C1455957593,891953.2,1338899.18,C671209093,914743.74,165374.71,0,0
250,CASH_IN,250854.19,C716408916,6126294.51,6377148.7,C415399634,2003943.34,1753089.14,0,0
136,CASH_OUT,322543.62,C231797526,0.0,0.0,C1623312606,1222923.14,1545466.77,0,0
715,CASH_OUT,93674.28,C2059247208,65522.0,0.0,C732454955,0.0,93674.28,0,0
255,CASH_OUT,130137.22,C1042282578,20960.0,0.0,C6775116,461501.2,591638.42,0,0
329,CASH_OUT,129408.42,C2016122100,0.0,0.0,C716960397,375227.94,504636.36,0,0
395,CASH_IN,5823.77,C909043471,5076684.83,5082508.6,C1023404565,185773.6,179949.83,0,0
322,CASH_IN,103080.62,C1751852554,2333235.92,2436316.55,C540347906,8302044.75,8198964.12,0,0
35,TRANSFER,57406.54,C1936806912,0.0,0.0,C436918485,2319507.75,2376914.29,0,0
177,PAYMENT,12198.16,C1968583372,124499.0,112300.84,M1964705344,0.0,0.0,0,0
13,PAYMENT,6407.84,C1955565609,144961.53,138553.7,M1327652361,0.0,0.0,0,0
159,CASH_IN,297221.49,C1206188854,8811136.09,9108357.57,C1866061899,655160.41,357938.92,0,0
401,CASH_OUT,278977.03,C1266490154,0.0,0.0,C38988648,491510.88,770487.91,0,0
307,CASH_OUT,273781.01,C402904319,0.0,0.0,C953471185,373480.77,647261.79,0,0
188,PAYMENT,6971.08,C2144591613,100042.0,93070.92,M775751425,0.0,0.0,0,0
397,CASH_IN,336130.39,C997561983,612502.44,948632.83,C122216009,1840317.57,1504187.17,0,0
41,CASH_IN,87460.61,C713425716,28951439.74,29038900.35,C3438031,184755.49,97294.87,0,0
37,CASH_OUT,16557.12,C2008393540,1030.0,0.0,C1522611557,134116.46,150673.59,0,0
137,PAYMENT,5212.84,C1899783831,0.0,0.0,M1336902149,0.0,0.0,0,0
34,TRANSFER,115822.06,C448026111,823573.0,707750.94,C2102148271,0.0,115822.06,0,0
252,PAYMENT,1517.48,C437545130,373362.52,371845.04,M896452333,0.0,0.0,0,0
379,CASH_OUT,196930.82,C530678945,0.0,0.0,C576822609,233902.21,430833.03,0,0
206,PAYMENT,2157.21,C754034218,15479.0,13321.79,M415106341,0.0,0.0,0,0
16,CASH_OUT,69031.54,C119221237,278.0,0.0,C903803173,213333.73,282365.27,0,0
308,CASH_OUT,270804.31,C1369536192,0.0,0.0,C633609825,720061.84,990866.15,0,0
208,PAYMENT,4849.62,C1569533980,3078.0,0.0,M1906018208,0.0,0.0,0,0
188,CASH_OUT,62887.91,C1144596647,0.0,0.0,C683070724,383912.33,446800.24,0,0
47,PAYMENT,168.42,C1881974939,642.0,473.58,M1901380796,0.0,0.0,0,0
329,CASH_OUT,81606.2,C1233497691,0.0,0.0,C1902371465,2321945.39,2403551.59,0,0
159,CASH_IN,265234.26,C943713552,6009240.75,6274475.01,C657114894,1987742.43,1722508.18,0,0
211,CASH_OUT,237194.39,C162340051,14245.0,0.0,C93435028,30765.0,348383.96,0,0
595,CASH_IN,225407.49,C222392724,6074929.42,6300336.9,C309892740,1697963.46,1472555.97,0,0
405,PAYMENT,9765.94,C1257600408,157607.0,147841.06,M2131455733,0.0,0.0,0,0
13,CASH_IN,346772.85,C237618209,1116124.67,1462897.53,C1391398713,726178.49,379405.64,0,0
214,TRANSFER,343635.28,C1753768316,0.0,0.0,C1246196167,858650.17,1202285.45,0,0
44,TRANSFER,738703.23,C960141423,0.0,0.0,C1025053287,1108644.32,1847347.54,0,0
408,PAYMENT,2327.82,C16708559,0.0,0.0,M1135667420,0.0,0.0,0,0
12,PAYMENT,6206.48,C113908330,0.0,0.0,M1673797999,0.0,0.0,0,0
12,CASH_IN,261713.42,C1774543086,16537.0,278250.42,C989699829,1791911.42,1530198.0,0,0
21,PAYMENT,2844.76,C977755980,20060.0,17215.24,M307995978,0.0,0.0,0,0
135,PAYMENT,17088.8,C1716264888,695.0,0.0,M26721887,0.0,0.0,0,0
375,CASH_OUT,167594.22,C1182563617,0.0,0.0,C471741909,575846.66,743440.88,0,0
209,TRANSFER,90430.97,C1418686210,0.0,0.0,C1843167699,1499081.67,1589512.64,0,0
14,CASH_OUT,76873.08,C848804405,0.0,0.0,C1164332539,1652415.77,1852143.35,0,0
44,CASH_OUT,383956.16,C668006800,0.0,0.0,C2112707760,665559.5,1049515.65,0,0
355,CASH_IN,155237.09,C1004291583,530.0,155767.09,C478802106,205660.22,50423.13,0,0
401,PAYMENT,10056.19,C588121456,21108.0,11051.81,M1311036519,0.0,0.0,0,0
617,CASH_OUT,98237.68,C1840443544,10746.0,0.0,C360796058,392212.04,490449.72,0,0
15,PAYMENT,29860.47,C897536115,281496.0,251635.53,M1993883712,0.0,0.0,0,0
250,TRANSFER,189997.46,C281389989,0.0,0.0,C2089445471,342102.89,532100.35,0,0
207,PAYMENT,6389.94,C1436390512,5066.0,0.0,M98035405,0.0,0.0,0,0
378,TRANSFER,1487000.81,C141866427,0.0,0.0,C1466283505,9107692.19,10594693.01,0,0
274,PAYMENT,12182.67,C832407323,51280.0,39097.33,M351532908,0.0,0.0,0,0
686,PAYMENT,5061.04,C1070262501,21272.0,16210.96,M802022973,0.0,0.0,0,0
254,CASH_OUT,44324.33,C629386616,0.0,0.0,C1720543481,264568.76,308893.08,0,0
347,CASH_IN,325117.65,C1899756672,799128.0,1124245.65,C202401109,1102913.01,777795.36,0,0
351,CASH_IN,335121.81,C193354276,11751.0,346872.81,C1070343526,0.0,0.0,0,0
374,CASH_OUT,292099.99,C1024526484,14804.0,0.0,C436717055,129387.26,421487.25,0,0
396,PAYMENT,1835.33,C836683584,0.0,0.0,M1159004381,0.0,0.0,0,0
15,TRANSFER,658774.96,C1769844039,99452.11,0.0,C1562904239,6469047.0,7127821.96,0,0
184,PAYMENT,21434.9,C1503229543,31464.0,10029.1,M446474759,0.0,0.0,0,0
322,PAYMENT,2767.42,C1323666281,0.0,0.0,M2132917988,0.0,0.0,0,0
136,CASH_IN,268061.22,C1472583456,1416197.39,1684258.61,C1590063151,629307.3,361246.09,0,0
14,CASH_OUT,84005.23,C1461193185,0.0,0.0,C1538760719,825976.72,1261505.06,0,0
207,CASH_IN,181652.84,C853965498,7204183.28,7385836.12,C423494698,9766390.6,9584737.76,0,0
168,PAYMENT,76453.7,C587751797,0.0,0.0,M2004086123,0.0,0.0,0,0
20,CASH_IN,217351.81,C454437025,100288.0,317639.81,C880613783,0.0,0.0,0,0
692,PAYMENT,23543.89,C1528816667,188014.83,164470.94,M771264177,0.0,0.0,0,0
683,CASH_IN,222501.14,C413813032,2602.0,225103.14,C1604773445,58128.82,0.0,0,0
43,CASH_IN,244768.99,C1645630452,1042392.03,1287161.01,C1601456560,0.0,0.0,0,0
9,TRANSFER,2780924.21,C1269107276,49971.0,0.0,C144931946,233838.76,4138719.99,0,0
582,CASH_OUT,53420.66,C1703969387,172677.47,119256.81,C239309497,108218.54,161639.2,0,0
282,CASH_IN,167734.26,C2001870363,29962.0,197696.26,C373859534,0.0,0.0,0,0
179,CASH_OUT,306326.58,C570719756,68.0,0.0,C1995071849,18140.98,180983.57,0,0
138,PAYMENT,9264.31,C1729100048,45155.0,35890.69,M1232794291,0.0,0.0,0,0
688,DEBIT,1361.27,C2021862564,105.0,0.0,C625214981,1344762.59,1346123.86,0,0
36,CASH_IN,110330.66,C1738810491,14172955.96,14283286.63,C1556270214,327613.03,217282.37,0,0
186,CASH_OUT,213044.63,C1870616073,0.0,0.0,C1155890259,3604593.87,3817638.5,0,0
284,CASH_IN,544643.56,C408642275,1500844.15,2045487.7,C643737114,1521706.38,977062.82,0,0
351,PAYMENT,11264.26,C871690162,2806.0,0.0,M907302273,0.0,0.0,0,0
590,PAYMENT,8690.67,C1722047252,9943.0,1252.33,M1256243602,0.0,0.0,0,0
143,PAYMENT,6346.18,C1004066018,21160.0,14813.82,M233730134,0.0,0.0,0,0
378,CASH_OUT,214100.64,C1174331089,0.0,0.0,C378897201,2924379.38,3138480.02,0,0
132,CASH_OUT,270401.83,C1009266130,0.0,0.0,C869986904,8673212.37,8943614.19,0,0
253,CASH_IN,139498.83,C1077555162,15123.0,154621.83,C1220495775,0.0,0.0,0,0
259,CASH_IN,175650.51,C938201093,28353.0,204003.51,C51574601,8732262.35,8556611.83,0,0
227,PAYMENT,8762.22,C1547498502,0.0,0.0,M1722527472,0.0,0.0,0,0
186,CASH_OUT,80915.4,C885926659,35305.0,0.0,C37421905,656196.04,737111.44,0,0
335,PAYMENT,9563.38,C1095491334,10350.0,786.62,M1927128267,0.0,0.0,0,0
329,TRANSFER,407902.21,C1514521309,0.0,0.0,C1307794894,2718120.83,3126023.04,0,0
188,CASH_IN,274894.77,C686861248,9047695.21,9322589.97,C1160122405,1195695.61,920800.85,0,0
143,PAYMENT,16800.1,C1944143513,83072.0,66271.9,M1773096172,0.0,0.0,0,0
185,PAYMENT,1510.05,C10642111,26798.0,25287.95,M487973626,0.0,0.0,0,0
139,TRANSFER,101212.23,C2095911859,210081.81,108869.58,C1025354079,3471524.51,3572736.74,0,0
259,CASH_OUT,125083.61,C411668009,0.0,0.0,C1962526108,537389.69,662473.29,0,0
212,PAYMENT,1190.84,C1414262232,11801.0,10610.16,M1246014205,0.0,0.0,0,0
227,CASH_OUT,682237.64,C1705178011,466141.0,0.0,C2020961429,2548545.95,3230783.59,0,0
303,PAYMENT,87728.08,C1799260970,48472.0,0.0,M1846163579,0.0,0.0,0,0
321,CASH_OUT,128740.32,C590679549,4088.0,0.0,C1596044912,257397.47,386137.79,0,0
48,CASH_IN,109779.62,C1498441589,709.0,110488.62,C279766569,903418.09,793638.47,0,0
13,PAYMENT,58286.68,C1862950918,10866.0,0.0,M1705038538,0.0,0.0,0,0
373,PAYMENT,8491.83,C965028315,13542.0,5050.17,M473402938,0.0,0.0,0,0
134,PAYMENT,7138.49,C1517769145,0.0,0.0,M727415957,0.0,0.0,0,0
402,CASH_IN,358200.94,C11265734,11442.0,369642.94,C979946358,3538754.1,3180553.16,0,0
157,TRANSFER,199962.1,C87357353,0.0,0.0,C780560667,1603460.95,1803423.05,0,0
43,CASH_OUT,82378.13,C1194865454,552.0,0.0,C605981144,0.0,82378.13,0,0
455,PAYMENT,2068.37,C996398739,0.0,0.0,M1075910246,0.0,0.0,0,0
177,CASH_IN,97007.98,C1405273045,20545.0,117552.98,C1146996852,97715.37,707.39,0,0
332,PAYMENT,7532.98,C1852479820,21224.0,13691.02,M862862045,0.0,0.0,0,0
15,PAYMENT,2549.97,C783144556,0.0,0.0,M1525740669,0.0,0.0,0,0
184,CASH_OUT,307308.51,C1290960733,0.0,0.0,C871992305,15356215.75,15663524.26,0,0
304,CASH_OUT,298447.99,C377473509,0.0,0.0,C1256974157,452190.39,750638.38,0,0
370,CASH_OUT,285662.09,C15872143,69322.0,0.0,C849821097,3711752.63,3997414.72,0,0
16,CASH_IN,306664.81,C1928902308,569580.67,876245.48,C106515664,1197784.03,891119.22,0,0
178,CASH_IN,145112.55,C1865583531,81899.16,227011.7,C342049167,2769254.61,2624142.06,0,0
11,CASH_OUT,6232.39,C1463035466,0.0,0.0,C134012626,262150.15,400142.71,0,0
379,CASH_OUT,21449.8,C1355525508,0.0,0.0,C2015242734,1497844.43,1519294.23,0,0
252,PAYMENT,11811.37,C378701157,165794.35,153982.98,M803824860,0.0,0.0,0,0
273,CASH_OUT,117206.28,C1412060723,683.0,0.0,C486190530,91537.04,208743.32,0,0
8,PAYMENT,8880.86,C1452478091,124668.0,115787.14,M1639980271,0.0,0.0,0,0
276,PAYMENT,15546.84,C1909033629,0.0,0.0,M683804367,0.0,0.0,0,0
230,PAYMENT,7916.67,C58181231,432438.34,424521.67,M405905470,0.0,0.0,0,0
379,PAYMENT,5572.6,C178302052,0.0,0.0,M1015033404,0.0,0.0,0,0
350,CASH_OUT,84810.11,C719037397,0.0,0.0,C1322886782,3508685.13,3593495.24,0,0
688,PAYMENT,6971.78,C1490807919,0.0,0.0,M496292263,0.0,0.0,0,0
134,CASH_OUT,43875.73,C790223874,31307.0,0.0,C556028126,0.0,43875.73,0,0
527,CASH_OUT,158089.69,C241862352,31611.23,0.0,C454846719,332118.31,490208.0,0,0
13,PAYMENT,30360.09,C1392056028,146345.0,115984.91,M1318974048,0.0,0.0,0,0
374,CASH_OUT,453241.49,C1862705332,39818.0,0.0,C102881472,327256.55,780498.04,0,0
162,CASH_IN,40272.1,C603373315,19409391.71,19449663.81,C1347772477,1504746.81,1464474.71,0,0
286,PAYMENT,3577.73,C598416105,94299.76,90722.03,M1055664860,0.0,0.0,0,0
277,CASH_OUT,59164.92,C154418567,0.0,0.0,C646400038,282369.85,341534.78,0,0
305,CASH_IN,212659.11,C525977118,6182400.34,6395059.45,C1374333939,1114952.31,902293.2,0,0
304,PAYMENT,3306.22,C227046646,136219.71,132913.48,M627880350,0.0,0.0,0,0
350,PAYMENT,9412.49,C715654605,15881.0,6468.51,M1850627454,0.0,0.0,0,0
522,PAYMENT,39731.76,C174355243,0.0,0.0,M372501985,0.0,0.0,0,0
206,PAYMENT,13745.25,C29970034,0.0,0.0,M375906353,0.0,0.0,0,0
156,PAYMENT,20837.9,C483601343,33967.24,13129.34,M570766633,0.0,0.0,0,0
252,PAYMENT,8552.28,C1889113101,0.0,0.0,M766078421,0.0,0.0,0,0
592,CASH_IN,421441.3,C2049293796,178.0,421619.3,C1516002900,13706.58,0.0,0,0
283,PAYMENT,5594.51,C55695486,72687.76,67093.25,M277826145,0.0,0.0,0,0
38,PAYMENT,2385.01,C103470302,55012.67,52627.67,M610146541,0.0,0.0,0,0
355,TRANSFER,505020.04,C1311022429,171595.39,0.0,C1972066558,952736.55,1457756.59,0,0
281,TRANSFER,179635.04,C2069447311,28357.58,0.0,C1792083602,207663.19,387298.23,0,0
394,CASH_OUT,489121.53,C286052036,0.0,0.0,C518953848,8316637.13,8805758.66,0,0
203,PAYMENT,5075.21,C38088796,28319.0,23243.79,M1200231806,0.0,0.0,0,0
14,CASH_OUT,186583.64,C653736533,10415.0,0.0,C260663093,122166.75,244510.67,0,0
324,PAYMENT,21462.67,C55536343,10932.0,0.0,M252080722,0.0,0.0,0,0
203,PAYMENT,2612.43,C164953753,0.0,0.0,M444451091,0.0,0.0,0,0
204,CASH_OUT,208070.66,C2026084152,5777.0,0.0,C1024815798,0.0,208070.66,0,0
273,CASH_OUT,306648.41,C474676410,0.0,0.0,C1799884063,1423698.5,1730346.9,0,0
428,PAYMENT,1698.95,C242197841,46210.0,44511.05,M1162330317,0.0,0.0,0,0
230,PAYMENT,9948.09,C552141969,21289.0,11340.91,M1295561604,0.0,0.0,0,0
39,CASH_IN,33419.69,C284711301,39331.0,72750.69,C1100137210,929170.33,895750.64,0,0
347,CASH_OUT,568091.28,C1990701086,5515.0,0.0,C2088941289,1022192.78,1590284.06,0,0
551,CASH_OUT,37490.28,C1225866243,0.0,0.0,C461472177,202913.51,240403.79,0,0
273,CASH_OUT,253929.13,C1807914764,0.0,0.0,C937045256,5854607.47,6108536.61,0,0
394,PAYMENT,1575.32,C2030145684,0.0,0.0,M169330776,0.0,0.0,0,0
95,PAYMENT,3861.03,C1598694982,0.0,0.0,M1593462539,0.0,0.0,0,0
119,CASH_OUT,14372.87,C378083547,49689.0,35316.13,C1797997142,0.0,14372.87,0,0
249,TRANSFER,491190.4,C1083609804,0.0,0.0,C662807989,955715.21,1446905.61,0,0
280,PAYMENT,4058.5,C1701969526,52000.0,47941.5,M1375001553,0.0,0.0,0,0
329,CASH_IN,183515.78,C1831651224,8755630.83,8939146.61,C1390877485,2164266.93,1980751.15,0,0
369,TRANSFER,1098078.32,C1946422947,0.0,0.0,C1108587705,4853296.25,5951374.57,0,0
321,TRANSFER,1821728.45,C901114474,198331.0,0.0,C1348899576,813149.69,2899693.23,0,0
20,CASH_IN,303315.99,C714620322,285885.91,589201.9,C298020947,3442110.46,3138794.47,0,0
396,TRANSFER,311326.66,C2089371855,102460.0,0.0,C2022426087,6554003.14,6865329.8,0,0
395,CASH_IN,395517.45,C470976271,52901.0,448418.45,C1694859624,0.0,0.0,0,0
42,CASH_OUT,230156.75,C33116358,280186.75,50030.0,C1341817241,480834.03,710990.78,0,0
379,PAYMENT,2614.51,C886757481,156086.25,153471.74,M1149633081,0.0,0.0,0,0
601,DEBIT,4799.62,C1283135119,55142.0,50342.38,C1993451767,275114.89,279914.52,0,0
688,CASH_IN,64775.93,C1794413691,476499.13,541275.06,C1384423741,2207908.92,2143133.0,0,0
264,PAYMENT,1912.37,C1837550899,11065.0,9152.63,M1646734655,0.0,0.0,0,0
43,PAYMENT,7915.18,C1868960520,15727.21,7812.03,M313827015,0.0,0.0,0,0
298,PAYMENT,913.08,C527838375,0.0,0.0,M1900716936,0.0,0.0,0,0
202,PAYMENT,1025.79,C697742767,177612.0,176586.21,M152523958,0.0,0.0,0,0
251,CASH_IN,84438.58,C820816948,14043171.01,14127609.59,C203462762,1043394.73,958956.15,0,0
33,PAYMENT,1894.86,C319851039,20407.0,18512.14,M1956394329,0.0,0.0,0,0
159,CASH_OUT,104358.22,C1024723575,105527.0,1168.78,C1738580986,0.0,104358.22,0,0
286,PAYMENT,6112.75,C292532373,1189.0,0.0,M1313312891,0.0,0.0,0,0
20,PAYMENT,38606.31,C213167353,0.0,0.0,M315452081,0.0,0.0,0,0
323,CASH_OUT,385642.3,C1017975999,10558.0,0.0,C502866786,452863.88,838506.18,0,0
156,CASH_OUT,339245.62,C1903072853,953.0,0.0,C1522324921,631712.23,970957.85,0,0
514,PAYMENT,9200.44,C834508448,0.0,0.0,M1686248284,0.0,0.0,0,0
237,PAYMENT,4751.53,C1817452911,115.0,0.0,M1954057017,0.0,0.0,0,0
378,PAYMENT,2113.97,C1449004915,20941.0,18827.03,M545939817,0.0,0.0,0,0
372,PAYMENT,9216.18,C1289451096,35532.0,26315.82,M274813103,0.0,0.0,0,0
545,PAYMENT,10219.02,C1841385787,246370.5,236151.48,M1726994439,0.0,0.0,0,0
188,DEBIT,9127.3,C1016682309,4292.12,0.0,C234339493,235279.99,244407.29,0,0
203,CASH_IN,200649.65,C159779246,22068.0,222717.65,C2023844938,0.0,0.0,0,0
42,CASH_IN,218842.82,C1405397717,1707.0,220549.82,C1082268710,344646.89,125804.06,0,0
356,CASH_IN,213235.19,C29968546,563.0,213798.19,C140015377,63270.48,0.0,0,0
